step,temp,current_cost,best_cost,total_cost
50840,0.86,4045.5,4045.5,4045.5
50880,0.86,4045.5,4045.5,4045.5
50920,0.85,4045.5,4045.5,4045.5
50960,0.85,4045.5,4045.5,4045.5
51000,0.84,4045.5,4045.5,4045.5
51040,0.84,4045.5,4045.5,4045.5
51080,0.83,4045.5,4045.5,4045.5
51120,0.83,4045.5,4045.5,4045.5
51160,0.83,4045.5,4045.5,4045.5
51200,0.82,4045.5,4045.5,4045.5
51240,0.82,4045.5,4045.5,4045.5
51280,0.81,4045.5,4045.5,4045.5
51320,0.81,4045.5,4045.5,4045.5
51360,0.81,4045.5,4045.5,4045.5
51400,0.8,4045.5,4045.5,4045.5
51440,0.8,4045.5,4045.5,4045.5
51480,0.79,4045.5,4045.5,4045.5
51520,0.79,4045.5,4045.5,4045.5
51560,0.79,4045.5,4045.5,4045.5
51600,0.78,4024.4,4024.4,4024.4
51640,0.78,4024.4,4024.4,4024.4
51680,0.77,4024.4,4024.4,4024.4
51720,0.77,4024.4,4024.4,4024.4
51760,0.77,4024.4,4024.4,4024.4
51800,0.76,4024.4,4024.4,4024.4
51840,0.76,4024.4,4024.4,4024.4
51880,0.75,4024.4,4024.4,4024.4
51920,0.75,4024.4,4024.4,4024.4
51960,0.75,4024.4,4024.4,4024.4
52000,0.74,4024.4,4024.4,4024.4
52040,0.74,4024.4,4024.4,4024.4
52080,0.74,4024.4,4024.4,4024.4
52120,0.73,4024.4,4024.4,4024.4
52160,0.73,4024.4,4024.4,4024.4
52200,0.72,4024.4,4024.4,4024.4
52240,0.72,4024.4,4024.4,4024.4
52280,0.72,4024.4,4024.4,4024.4
52320,0.71,4024.4,4024.4,4024.4
52360,0.71,4024.4,4024.4,4024.4
52400,0.71,4024.4,4024.4,4024.4
52440,0.7,4024.4,4024.4,4024.4
52480,0.7,4024.4,4024.4,4024.4
52520,0.7,4024.4,4024.4,4024.4
52560,0.69,4024.4,4024.4,4024.4
52600,0.69,4024.4,4024.4,4024.4
52640,0.69,4024.4,4024.4,4024.4
52680,0.68,4024.4,4024.4,4024.4
52720,0.68,4024.4,4024.4,4024.4
52760,0.68,4024.4,4024.4,4024.4
52800,0.67,4024.4,4024.4,4024.4
52840,0.67,4024.4,4024.4,4024.4
52880,0.67,4024.4,4024.4,4024.4
52920,0.66,4024.4,4024.4,4024.4
52960,0.66,4024.4,4024.4,4024.4
53000,0.66,4024.4,4024.4,4024.4
53040,0.65,4024.4,4024.4,4024.4
53080,0.65,4024.4,4024.4,4024.4
53120,0.65,4024.4,4024.4,4024.4
53160,0.64,4024.4,4024.4,4024.4
53200,0.64,4024.4,4024.4,4024.4
53240,0.64,4024.4,4024.4,4024.4
53280,0.63,4024.4,4024.4,4024.4
53320,0.63,4024.4,4024.4,4024.4
53360,0.63,4024.4,4024.4,4024.4
53400,0.62,4024.4,4024.4,4024.4
53440,0.62,4024.4,4024.4,4024.4
53480,0.62,4024.4,4024.4,4024.4
53520,0.61,4024.4,4024.4,4024.4
53560,0.61,4024.4,4024.4,4024.4
53600,0.61,4024.4,4024.4,4024.4
53640,0.61,4024.4,4024.4,4024.4
53680,0.6,4024.4,4024.4,4024.4
53720,0.6,4024.4,4024.4,4024.4
53760,0.6,4024.4,4024.4,4024.4
53800,0.59,4024.4,4024.4,4024.4
53840,0.59,4024.4,4024.4,4024.4
53880,0.59,4024.4,4024.4,4024.4
53920,0.58,4024.4,4024.4,4024.4
53960,0.58,4024.4,4024.4,4024.4
54000,0.58,4024.4,4024.4,4024.4
54040,0.58,4024.4,4024.4,4024.4
54080,0.57,4024.4,4024.4,4024.4
54120,0.57,4024.4,4024.4,4024.4
54160,0.57,4024.4,4024.4,4024.4
54200,0.56,4024.4,4024.4,4024.4
54240,0.56,4024.4,4024.4,4024.4
54280,0.56,4024.4,4024.4,4024.4
54320,0.56,4024.4,4024.4,4024.4
54360,0.55,4024.4,4024.4,4024.4
54400,0.55,4024.4,4024.4,4024.4
54440,0.55,4024.4,4024.4,4024.4
54480,0.54,4024.4,4024.4,4024.4
54520,0.54,4024.4,4024.4,4024.4
54560,0.54,4024.4,4024.4,4024.4
54600,0.54,4024.4,4024.4,4024.4
54640,0.53,4024.4,4024.4,4024.4
54680,0.53,4024.4,4024.4,4024.4
54720,0.53,4024.4,4024.4,4024.4
54760,0.53,4024.4,4024.4,4024.4
54800,0.52,4024.4,4024.4,4024.4
54840,0.52,4024.4,4024.4,4024.4
54880,0.52,4024.4,4024.4,4024.4
54920,0.52,4024.4,4024.4,4024.4
54960,0.51,4024.4,4024.4,4024.4
55000,0.51,4024.4,4024.4,4024.4
55040,0.51,4024.4,4024.4,4024.4
55080,0.51,4024.4,4024.4,4024.4
55120,0.5,4024.4,4024.4,4024.4
55160,0.5,4024.4,4024.4,4024.4
